file,depth
file1.txt,1
file2.txt,4
file3.txt,1
file4.txt,2
file5.txt,1
file6.txt,5
file7.txt,4
file8.txt,9
file9.txt,1
file10.txt,1
file11.txt,6
file12.txt,7
file13.txt,4
file14.txt,4
file15.txt,1
file16.txt,1
file17.txt,4
file18.txt,1
file19.txt,3
file20.txt,15
file21.txt,1
file22.txt,1
file23.txt,6
file24.txt,2
file25.txt,1
file26.txt,2
file27.txt,3
file28.txt,1
file29.txt,2
file30.txt,2
file31.txt,4
file32.txt,1
file33.txt,2
file34.txt,2
file35.txt,5
file36.txt,1
file37.txt,7
file38.txt,3
file39.txt,8
file40.txt,1
file41.txt,1
file42.txt,8
file43.txt,8
file44.txt,1
file45.txt,6
file46.txt,3
file47.txt,2
file48.txt,3
file49.txt,1
file50.txt,1
file51.txt,7
file52.txt,2
file53.txt,4
file54.txt,3
file55.txt,4
file56.txt,2
file57.txt,12
file58.txt,4
file59.txt,5
file60.txt,9
file61.txt,4
file62.txt,1
file63.txt,6
file64.txt,3
file65.txt,3
file66.txt,1
file67.txt,1
file68.txt,7
file69.txt,5
file70.txt,1
file71.txt,6
file72.txt,2
file73.txt,2
file74.txt,3
file75.txt,16
file76.txt,2
file77.txt,6
file78.txt,2
file79.txt,2
file80.txt,4
file81.txt,4
file82.txt,3
file83.txt,8
file84.txt,2
file85.txt,2
file86.txt,4
file87.txt,17
file88.txt,3
file89.txt,4
file90.txt,1
file91.txt,1
file92.txt,2
file93.txt,8
file94.txt,3
file95.txt,3
file96.txt,5
file97.txt,1
file98.txt,6
file99.txt,6
